regionId,regionName,date,percent
30,Belgorod Oblast,2002-07-01T00:00:00,20.8000
30,Belgorod Oblast,2002-08-01T00:00:00,22.8000
30,Belgorod Oblast,2002-09-01T00:00:00,20.5000
30,Belgorod Oblast,2002-10-01T00:00:00,22.6000
30,Belgorod Oblast,2002-11-01T00:00:00,22.4000
30,Belgorod Oblast,2002-12-01T00:00:00,22.8000
30,Belgorod Oblast,2003-01-01T00:00:00,21.4000
30,Belgorod Oblast,2003-02-01T00:00:00,22.1000
30,Belgorod Oblast,2003-03-01T00:00:00,21.6000
30,Belgorod Oblast,2003-04-01T00:00:00,20.9000
30,Belgorod Oblast,2003-05-01T00:00:00,22.1000
30,Belgorod Oblast,2003-06-01T00:00:00,21.5000
30,Belgorod Oblast,2003-07-01T00:00:00,20.5000
30,Belgorod Oblast,2003-08-01T00:00:00,17.4000
30,Belgorod Oblast,2003-09-01T00:00:00,18.1000
30,Belgorod Oblast,2003-10-01T00:00:00,18.0000
30,Belgorod Oblast,2003-11-01T00:00:00,18.4000
30,Belgorod Oblast,2003-12-01T00:00:00,18.2000
30,Belgorod Oblast,2004-01-01T00:00:00,17.9000
30,Belgorod Oblast,2004-02-01T00:00:00,18.4000
30,Belgorod Oblast,2004-03-01T00:00:00,16.8000
30,Belgorod Oblast,2004-04-01T00:00:00,16.6000
30,Belgorod Oblast,2004-05-01T00:00:00,16.8278
31,Moscow Oblast,2001-01-01T00:00:00,3.6948
31,Moscow Oblast,2001-02-01T00:00:00,3.0947
31,Moscow Oblast,2001-03-01T00:00:00,2.8289
31,Moscow Oblast,2001-04-01T00:00:00,2.9383
31,Moscow Oblast,2001-05-01T00:00:00,3.6417
31,Moscow Oblast,2001-06-01T00:00:00,3.3925
31,Moscow Oblast,2001-07-01T00:00:00,6.1848
31,Moscow Oblast,2001-08-01T00:00:00,3.5286
31,Moscow Oblast,2001-09-01T00:00:00,3.6305
31,Moscow Oblast,2001-10-01T00:00:00,4.1504
31,Moscow Oblast,2001-11-01T00:00:00,3.3670
31,Moscow Oblast,2001-12-01T00:00:00,3.4206
31,Moscow Oblast,2002-01-01T00:00:00,18.6820
31,Moscow Oblast,2002-02-01T00:00:00,23.1290
31,Moscow Oblast,2002-03-01T00:00:00,21.6380
31,Moscow Oblast,2002-04-01T00:00:00,23.2560
31,Moscow Oblast,2002-05-01T00:00:00,22.0480
31,Moscow Oblast,2002-06-01T00:00:00,18.8910
31,Moscow Oblast,2002-07-01T00:00:00,19.5800
31,Moscow Oblast,2002-08-01T00:00:00,20.2300
31,Moscow Oblast,2002-09-01T00:00:00,18.6820
31,Moscow Oblast,2002-10-01T00:00:00,20.0710
31,Moscow Oblast,2002-11-01T00:00:00,20.9660
31,Moscow Oblast,2002-12-01T00:00:00,19.8630
31,Moscow Oblast,2003-01-01T00:00:00,19.2540
31,Moscow Oblast,2003-02-01T00:00:00,12.8120
31,Moscow Oblast,2003-03-01T00:00:00,16.2340
31,Moscow Oblast,2003-04-01T00:00:00,18.2860
31,Moscow Oblast,2003-05-01T00:00:00,18.7760
31,Moscow Oblast,2003-06-01T00:00:00,18.9900
31,Moscow Oblast,2003-07-01T00:00:00,18.0250
31,Moscow Oblast,2003-08-01T00:00:00,13.3870
31,Moscow Oblast,2003-09-01T00:00:00,16.8140
31,Moscow Oblast,2003-10-01T00:00:00,15.4590
31,Moscow Oblast,2003-11-01T00:00:00,16.7450
31,Moscow Oblast,2003-12-01T00:00:00,18.1000
31,Moscow Oblast,2004-01-01T00:00:00,15.9680
31,Moscow Oblast,2004-02-01T00:00:00,15.2420
31,Moscow Oblast,2004-03-01T00:00:00,13.7290
31,Moscow Oblast,2004-04-01T00:00:00,11.9400
35,Tula Oblast,2001-01-01T00:00:00,25.7000
35,Tula Oblast,2001-02-01T00:00:00,27.5600
35,Tula Oblast,2001-03-01T00:00:00,27.0600
35,Tula Oblast,2001-04-01T00:00:00,27.2000
35,Tula Oblast,2001-05-01T00:00:00,27.0600
35,Tula Oblast,2001-06-01T00:00:00,26.7800
35,Tula Oblast,2001-07-01T00:00:00,26.1000
35,Tula Oblast,2001-08-01T00:00:00,26.3300
35,Tula Oblast,2001-09-01T00:00:00,26.0700
35,Tula Oblast,2001-10-01T00:00:00,26.1500
35,Tula Oblast,2001-11-01T00:00:00,25.8500
35,Tula Oblast,2001-12-01T00:00:00,26.4100
35,Tula Oblast,2002-01-01T00:00:00,25.8800
35,Tula Oblast,2002-02-01T00:00:00,25.5400
35,Tula Oblast,2002-03-01T00:00:00,25.8500
